title,budget,release_year,runtime,vote_average,label
The Blues Brothers,27000000 ,1980,133,7.5,1
The Sisterhood of the Traveling Pants 2,27000000 ,2008,117,6,0
About a Boy,27000000 ,2002,101,6.6,0
Lake Placid,27000000 ,1999,82,5.5,0
Lucky Number Slevin,27000000 ,2006,110,7.4,1
The Right Stuff,27000000 ,1983,193,7.3,1
Anonymous,30000000 ,2011,130,6.3,0
The NeverEnding Story,27000000 ,1984,102,7,0
Dark City,27000000 ,1998,100,7.2,1
Return to Oz,25000000 ,1985,109,6.7,0
The Newton Boys,27000000 ,1998,113,5.9,0
Case 39,27000000 ,2009,109,6.1,0
Suspect Zero,27000000 ,2004,99,5.5,0
Spy Kids: All the Time in the World,27000000 ,2011,89,4.4,0
Money Monster,27000000 ,2016,98,6.5,0
Mindhunters,27000000 ,2004,106,6.3,0
What Just Happened,25000000 ,2008,104,5.2,0
Paul Blart: Mall Cop,26000000 ,2009,91,5.2,0
Freaky Friday,26000000 ,2003,97,6,0
The 40 Year Old Virgin,26000000 ,2005,116,6.2,0
Shakespeare in Love,25000000 ,1998,122,6.8,0
A Walk Among the Tombstones,28000000 ,2014,113,6.2,0
Kindergarten Cop,15000000 ,1990,111,5.8,0
Pineapple Express,27000000 ,2008,111,6.6,0
Ever After: A Cinderella Story,26000000 ,1998,121,6.8,0
Open Range,22000000 ,2003,139,7,0
Flatliners,26000000 ,1990,115,6.3,0
A Bridge Too Far,22000000 ,1977,175,6.9,0
Red Eye,26000000 ,2005,85,6.2,0
Final Destination 2,26000000 ,2003,90,5.9,0
"O Brother, Where Art Thou?",26000000 ,2000,106,7.3,1
Legion,26000000 ,2010,100,5.2,0
Pain & Gain,25000000 ,2013,130,6.1,0
Clockstoppers,26000000 ,2002,94,4.9,0
Silverado,26000000 ,1985,127,7.1,1
Brothers,26000000 ,2009,104,6.8,0
Agent Cody Banks 2: Destination London,26000000 ,2004,100,5.2,0
New Year's Eve,56000000 ,2011,118,5.7,0
Original Sin,42000000 ,2001,118,5.8,0
The Raven,26000000 ,2012,111,6.1,0
Welcome to Mooseport,30000000 ,2004,110,4.8,0
Highlander: The Final Dimension,26000000 ,1994,99,4.5,0
Blood and Wine,26000000 ,1996,101,5.5,0
Snow White: A Tale of Terror,26000000 ,1997,100,6,0
Accidental Love,26000000 ,2015,100,3.9,0
Flipper,25530000 ,1996,95,5.3,0
Self/less,26000000 ,2015,116,6.3,0
The Constant Gardener,25000000 ,2005,129,6.8,0
The Passion of the Christ,30000000 ,2004,127,6.9,0
Mrs. Doubtfire,25000000 ,1993,125,7,0
Rain Man,25000000 ,1988,133,7.6,1
Gran Torino,33000000 ,2008,116,7.8,1
W.,25100000 ,2008,131,6.1,0
Taken,25000000 ,2008,93,7.2,1
The Best of Me,26000000 ,2014,117,7.2,1
The Bodyguard,25000000 ,1992,129,6.1,0
Schindler's List,22000000 ,1993,195,8.3,1
The Help,25000000 ,2011,146,7.8,1
The Fifth Estate,28000000 ,2013,128,5.7,0
Forbidden Kingdom,26000000 ,2014,127,4.9,0
Freddy vs. Jason,30000000 ,2003,97,5.8,0
Jimmy Neutron: Boy Genius,25000000 ,2001,83,5.6,0
Cloverfield,25000000 ,2008,85,6.4,0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000 ,1991,88,5.8,0
The Untouchables,25000000 ,1987,119,7.6,1
No Country for Old Men,25000000 ,2007,122,7.7,1
Ride Along,25000000 ,2014,99,6.1,0
Bridget Jones's Diary,25000000 ,2001,97,6.5,0
Chocolat,25000000 ,2000,121,6.8,0
"Legally Blonde 2: Red, White & Blonde",45000000 ,2003,95,5.1,0
Parental Guidance,25000000 ,2012,104,5.7,0
No Strings Attached,25000000 ,2011,107,6.1,0
Tombstone,25000000 ,1993,130,7.4,1
Romeo Must Die,25000000 ,2000,115,6,0
The Omen,2800000 ,1976,111,7.2,1
Final Destination 3,25000000 ,2006,93,5.8,0
The Lucky One,25000000 ,2012,101,6.8,0
Bridge to Terabithia,60000000 ,2007,96,7,0
The Grey,25000000 ,2012,117,6.4,0
Hide and Seek,25000000 ,2005,101,6.1,0
Anchorman: The Legend of Ron Burgundy,26000000 ,2004,94,6.7,0
GoodFellas,25000000 ,1990,145,8.2,1
Agent Cody Banks,28000000 ,2003,102,5,0
Nanny McPhee,25000000 ,2005,97,6.4,0
Scarface,25000000 ,1983,170,8,1
Nothing to Lose,25000000 ,1997,97,6.3,0
The Last Emperor,23000000 ,1987,163,7.4,1
Contraband,25000000 ,2012,109,6.1,0
There Will Be Blood,25000000 ,2007,158,7.9,1
The Wild Thornberrys Movie,35000000 ,2002,85,5.8,0
Undercover Brother,25000000 ,2002,86,5.5,0
The Sisterhood of the Traveling Pants,25000000 ,2005,119,6.3,0
Kiss of the Dragon,25000000 ,2001,98,6.4,0
The House Bunny,25000000 ,2008,97,5.6,0
Beauty Shop,25000000 ,2005,105,5.4,0
Million Dollar Arm,25000000 ,2014,124,6.6,0
The Giver,25000000 ,2014,94,6.4,0
Jeepers Creepers 2,17000000 ,2003,104,5.5,0
Good Luck Chuck,25000000 ,2007,101,5.5,0
Cradle 2 the Grave,25000000 ,2003,101,5.8,0
The Hours,25000000 ,2002,114,7,0
She's the Man,20000000 ,2006,105,6.4,0
Mr. Bean's Holiday,25000000 ,2007,90,6.1,0
Anacondas: The Hunt for the Blood Orchid,20000000 ,2004,97,4.9,0
Blood Ties,25500000 ,2013,128,6,0
August Rush,25000000 ,2007,114,7.1,1
Elizabeth,30000000 ,1998,124,7.1,1
Bride of Chucky,25000000 ,1998,89,5.5,0
Tora! Tora! Tora!,25485000 ,1970,144,6.9,0
Spice World,25000000 ,1997,93,4.7,0
The Sitter,25000000 ,2011,81,5.4,0
The Shawshank Redemption,25000000 ,1994,142,8.5,1
Crocodile Dundee in Los Angeles,21150000 ,2001,92,4.7,0
Kingpin,27000000 ,1996,113,6.7,0
The Gambler,25000000 ,2014,111,5.7,0
August: Osage County,25000000 ,2013,121,6.9,0
Ice Princess,25000000 ,2005,98,5.9,0
A Lot Like Love,30000000 ,2005,107,6.5,0
Eddie the Eagle,23000000 ,2016,106,7.2,1
He Got Game,25000000 ,1998,136,6.7,0
Don Juan DeMarco,25000000 ,1994,97,6.2,0
Dear John,25000000 ,2010,115,6.6,0
The Losers,25000000 ,2010,97,6.2,0
Don't Be Afraid of the Dark,25000000 ,2010,99,5.4,0
War,25000000 ,2007,103,6,0
Punch-Drunk Love,25000000 ,2002,95,6.9,0
EuroTrip,25000000 ,2004,93,6.5,0
Half Past Dead,13000000 ,2002,98,4.6,0
Unaccompanied Minors,26000000 ,2006,90,5.4,0
The Greatest Game Ever Played,25000000 ,2005,120,6.9,0
The Box,30000000 ,2009,115,5.4,0
The Ruins,8000000 ,2008,91,5.6,0
The Next Best Thing,25000000 ,2000,108,4.3,0
My Soul to Take,25000000 ,2010,107,5.2,0
The Girl Next Door,25000000 ,2004,108,6.3,0
Maximum Risk,25000000 ,1996,100,5.2,0
Legend,25000000 ,2015,131,6.7,0
Shark Night,28000000 ,2011,91,4.9,0
Draft Day,25000000 ,2014,109,6.5,0
Lifeforce,25000000 ,1985,116,6.2,0
The Conspirator,25000000 ,2010,122,6.2,0
Lords of Dogtown,25000000 ,2005,107,7,0
The 33,25000000 ,2015,120,6,0
Big Trouble in Little China,25000000 ,1986,99,7.1,1
Warrior,25000000 ,2011,140,7.7,1
Michael Collins,28000000 ,1996,132,6.7,0
Stop-Loss,25000000 ,2008,113,6.1,0
Abandon,25000000 ,2002,99,4.6,0
Brokedown Palace,25000000 ,1999,100,6.2,0
The Possession,14000000 ,2012,92,5.8,0
Mrs. Winterbourne,25000000 ,1996,105,5.3,0
Straw Dogs,25000000 ,2011,110,5.5,0
The Hoax,25000000 ,2006,116,6.4,0
The Road,32000000 ,2009,111,6.8,0
Sheena,25000000 ,1984,117,5,0
Say It Isn't So,25000000 ,2001,95,4.8,0
The World's Fastest Indian,25000000 ,2005,127,7.3,1
Tank Girl,25000000 ,1995,98,5.5,0
Blindness,25000000 ,2008,121,6.4,0
BloodRayne,25000000 ,2005,95,3.5,0
Carnage,25000000 ,2011,80,7,0
Where the Truth Lies,25000000 ,2005,107,5.9,0
Without Limits,25000000 ,1998,117,6.2,0
Me and Orson Welles,25000000 ,2009,114,6.6,0
The Best Offer,13500000 ,2013,124,7.7,1
The Bad Lieutenant: Port of Call - New Orleans,25000000 ,2009,122,6,0
Little White Lies,25000000 ,2010,154,7.1,1
Space Dogs,25000000 ,2010,85,6.3,0
The Counselor,25000000 ,2013,117,5,0
Ironclad,25000000 ,2011,121,6.2,0
Waterloo,25000000 ,1970,128,7,0
Kung Fu Jungle,25000000 ,2014,100,6.5,0
Red Sky,25000000 ,2014,100,4.1,0
Dangerous Liaisons,14000000 ,1988,119,7,0
On the Road,25000000 ,2012,137,5.5,0
Star Trek IV: The Voyage Home,24000000 ,1986,119,6.9,0
Rocky Balboa,24000000 ,2006,102,6.5,0
Scream 2,24000000 ,1997,120,6.1,0
Jane Got a Gun,25000000 ,2016,98,5.4,0
Think Like a Man Too,24000000 ,2014,105,6.4,0
The Whole Nine Yards,41300000 ,2000,98,6.2,0
Footloose,8200000 ,1984,107,6.4,0
Old School,24000000 ,2003,91,6.6,0
The Fisher King,24000000 ,1991,137,7.2,1
I Still Know What You Did Last Summer,65000000 ,1998,100,5.1,0
Return to Me,24000000 ,2000,115,6.1,0
Zack and Miri Make a Porno,24000000 ,2008,102,6.1,0
Nurse Betty,24000000 ,2000,108,5.9,0
The Men Who Stare at Goats,24000000 ,2009,93,5.9,0
"Girl, Interrupted",40000000 ,1999,127,7.6,1
Win a Date with Tad Hamilton!,17000000 ,2004,95,5.5,0
Muppets from Space,24000000 ,1999,87,5.8,0
The Wiz,24000000 ,1978,134,5.9,0
Ready to Rumble,24000000 ,2000,107,4.7,0
Play It to the Bone,24000000 ,1999,124,5.7,0
I Don't Know How She Does It,24000000 ,2011,89,5,0
Piranha 3D,24000000 ,2010,88,5.3,0
Beyond the Sea,23000000 ,2004,118,6.5,0
Meet the Deedles,24000000 ,1998,93,4.1,0
The Thief and the Cobbler,28000000 ,1993,72,6.8,0
Faster,24000000 ,2010,98,6.1,0
Zombieland,23600000 ,2009,88,7.2,1
The Waterboy,23000000 ,1998,90,5.9,0
The Empire Strikes Back,18000000 ,1980,124,8.2,1
Bad Boys,19000000 ,1995,118,6.5,0
The Naked Gun 2翻: The Smell of Fear,23000000 ,1991,85,6.6,0
Final Destination,23000000 ,2000,98,6.4,0
The Ides of March,12500000 ,2011,101,6.5,0
Pitch Black,23000000 ,2000,108,6.7,0
Someone Like You...,23000000 ,2001,97,6,0
Her,23000000 ,2013,126,7.9,1
Joy Ride,23000000 ,2001,97,6.3,0
The Adventurer: The Curse of the Midas Box,25000000 ,2013,99,5.1,0
Anywhere But Here,23000000 ,1999,114,5.9,0
Haywire,23000000 ,2011,93,5.6,0
Jaws: The Revenge,23000000 ,1987,89,3.5,0
The End of the Affair,23000000 ,1999,102,6.6,0
Harley Davidson and the Marlboro Man,23000000 ,1991,98,6.1,0
In the Valley of Elah,23000000 ,2007,124,6.6,0
Forsaken,11000000 ,2015,90,5.8,0
Cheri,23000000 ,2009,86,5.9,0
Vanity Fair,23000000 ,2004,141,5.5,0
Bodyguards and Assassins,23000000 ,2009,139,6.5,0
Spaceballs,22700000 ,1987,96,6.7,0
The Water Diviner,22500000 ,2014,112,6.8,0
Ghost,22000000 ,1990,127,6.9,0
There's Something About Mary,23000000 ,1998,119,6.5,0
The Santa Clause,22000000 ,1994,97,6.3,0
The Rookie,20000000 ,2002,127,6.5,0
The Game Plan,22000000 ,2007,110,6,0
The Bridges of Madison County,24000000 ,1995,135,7.3,1
The Animal,22000000 ,2001,84,4.6,0
Gandhi,22000000 ,1982,191,7.4,1
The Hundred-Foot Journey,22000000 ,2014,122,7.3,1
The Net,22000000 ,1995,114,5.6,0
I Am Sam,22000000 ,2001,132,7.2,1
Son of God,22000000 ,2014,138,5.9,0
Underworld,22000000 ,2003,121,6.6,0
Derailed,22000000 ,2005,108,6.1,0
The Informant!,22000000 ,2009,108,6,0
Shadowlands,22000000 ,1993,131,6.8,0
Deuce Bigalow: European Gigolo,22000000 ,2005,83,4.7,0
Delivery Man,26000000 ,2013,105,6.2,0
Saving Silverman,22000000 ,2001,90,5.4,0
Diary of a Wimpy Kid: Dog Days,22000000 ,2012,94,6,0
Jay and Silent Bob Strike Back,22000000 ,2001,104,6.4,0
The Glass House,30000000 ,2001,106,5.4,0
"Hail, Caesar!",22000000 ,2016,106,5.7,0
Josie and the Pussycats,22000000 ,2001,98,5.3,0
Homefront,22000000 ,2013,100,6.4,0
The Little Vampire,22000000 ,2000,95,6.1,0
I Heart Huckabees,22000000 ,2004,106,6.2,0
RoboCop 3,22000000 ,1993,104,4.2,0
Dudley Do-Right,70000000 ,1999,77,3.8,0
The Transporter Refueled,25000000 ,2015,96,5.2,0
Black Book,21000000 ,2006,145,7.2,1
Joyeux No禱l,22000000 ,2005,116,7.2,1
Hit & Run,2000000 ,2012,100,5.5,0
Before I Go to Sleep,22000000 ,2014,92,6.2,0
Sorcerer,22000000 ,1977,121,7.4,1
Stone,22000000 ,2010,105,5.2,0
Out of the Furnace,22000000 ,2013,116,6.5,0
Michael Clayton,25000000 ,2007,119,6.5,0
Arlington Road,21500000 ,1999,117,7,0
Underdogs,22000000 ,2013,106,6,0
To Rome with Love,17000000 ,2012,111,5.6,0
Firefox,18000000 ,1982,136,5.5,0
"South Park: Bigger, Longer & Uncut",21000000 ,1999,81,7.1,1
Death at a Funeral,9000000 ,2007,90,6.9,0
Teenage Mutant Ninja Turtles III,21000000 ,1993,96,5.1,0
Hardball,32000000 ,2001,106,6.3,0
Silver Linings Playbook,21000000 ,2012,122,6.9,0
Freedom Writers,21000000 ,2007,123,7.5,1
The Transporter,21000000 ,2002,92,6.6,0
Never Back Down,20000000 ,2008,115,6.4,0
The Rage: Carrie 2,21000000 ,1999,104,5.1,0
Away We Go,17000000 ,2009,98,6.7,0
Swing Vote,21000000 ,2008,120,5.8,0
Moonlight Mile,21000000 ,2002,117,6.5,0
Tinker Tailor Soldier Spy,30000000 ,2011,127,6.6,0
The Beaver,21000000 ,2011,91,6.3,0
The Best Little Whorehouse in Texas,35000000 ,1982,114,5.9,0
eXistenZ,15000000 ,1999,97,6.7,0
Raiders of the Lost Ark,18000000 ,1981,115,7.7,1
Home Alone 2: Lost in New York,18000000 ,1992,120,6.3,0
Close Encounters of the Third Kind,20000000 ,1977,135,7.2,1
Pulse,38000000 ,2006,90,5,0
Beverly Hills Cop II,20000000 ,1987,100,6.1,0
Bringing Down the House,20000000 ,2003,105,5.4,0
The Silence of the Lambs,19000000 ,1991,119,8.1,1
Wayne's World,20000000 ,1992,94,6.5,0
Jackass 3D,20000000 ,2010,94,6.4,0
Jaws 2,20000000 ,1978,116,5.9,0
Beverly Hills Chihuahua,20000000 ,2008,91,4.9,0
The Conjuring,13000000 ,2013,112,7.4,1
Are We There Yet?,32000000 ,2005,95,5.2,0
Tammy,20000000 ,2014,97,5,0
School of Rock,35000000 ,2003,108,6.7,0
Mortal Kombat,18000000 ,1995,101,5.4,0
White Chicks,37000000 ,2004,109,6.3,0
The Descendants,20000000 ,2011,115,6.7,0
Holes,20000000 ,2003,117,6.7,0
12 Years a Slave,20000000 ,2013,134,7.9,1
Drumline,20000000 ,2002,118,6.2,0
Why Did I Get Married Too?,20000000 ,2010,121,6.1,0
Edward Scissorhands,20000000 ,1990,105,7.5,1
Me Before You,20000000 ,2016,110,7.6,1
The French Connection,1800000 ,1971,104,7.4,1
Bad Moms,20000000 ,2016,100,6.3,0
Date Movie,20000000 ,2006,83,3.6,0
Return to Never Land,20000000 ,2002,72,6.1,0
Selma,20000000 ,2014,127,7.4,1
The Jungle Book 2,20000000 ,2003,72,5.6,0
Boogeyman,20000000 ,2005,89,4.6,0
Premonition,20000000 ,2007,96,5.8,0
The Tigger Movie,30000000 ,2000,77,6.3,0
Orphan,20000000 ,2009,123,6.7,0
Max,20000000 ,2015,111,6.8,0
Epic Movie,20000000 ,2007,86,3.2,0
Spotlight,20000000 ,2015,128,7.8,1
Lakeview Terrace,20000000 ,2008,110,5.9,0
The Grudge 2,20000000 ,2006,102,5.2,0
How Stella Got Her Groove Back,20000000 ,1998,124,6,0
Man of the Year,20000000 ,2006,115,5.8,0
The Black Hole,20000000 ,1979,98,6.1,0
The American,20000000 ,2010,104,5.8,0
Selena,20000000 ,1997,127,7,0
Vampires Suck,20000000 ,2010,82,4.2,0
Babel,25000000 ,2006,143,6.9,0
This Is Where I Leave You,19800000 ,2014,103,6.5,0
Doubt,20000000 ,2008,104,7,0
Team America: World Police,32000000 ,2004,98,6.6,0
Texas Chainsaw 3D,20000000 ,2013,92,5.3,0
Scary Movie 5,20000000 ,2013,86,4.6,0
Paint Your Wagon,20000000 ,1969,158,6.2,0
Milk,20000000 ,2008,128,7.1,1
Risen,20000000 ,2016,107,5.7,0
Ghost Ship,35000000 ,2002,91,5.3,0
A Very Harold & Kumar Christmas,19000000 ,2011,108,6,0
Wild Things,20000000 ,1998,108,6.3,0
The Debt,20000000 ,2010,113,6.3,0
High Fidelity,30000000 ,2000,113,7,0
One Missed Call,20000000 ,2008,87,4.7,0
Eye for an Eye,20000000 ,1996,101,5.8,0
The Bank Job,20000000 ,2008,112,6.6,0
Eternal Sunshine of the Spotless Mind,20000000 ,2004,108,7.9,1
You Again,20000000 ,2010,105,6,0
Street Kings,20000000 ,2008,109,6.3,0
The World's End,20000000 ,2013,109,6.7,0
Daybreakers,20000000 ,2009,98,6,0
She's Out of My League,20000000 ,2010,104,5.9,0
Monte Carlo,20000000 ,2011,109,6,0
Stay Alive,9000000 ,2006,100,5.3,0
Alpha and Omega,20000000 ,2010,88,5.3,0
The Covenant,20000000 ,2006,97,5.2,0
Shorts,40000000 ,2009,89,5.1,0
To Die For,20000000 ,1995,106,6.7,0
Nerve,20000000 ,2016,96,7.1,1
Appaloosa,20000000 ,2008,115,6.3,0
Vampires,20000000 ,1998,108,5.8,0
Psycho,806948 ,1960,109,8.2,1
My Best Friend's Girl,20000000 ,2008,101,5.4,0
Endless Love,20000000 ,2014,103,6.7,0
Georgia Rule,20000000 ,2007,113,5.6,0
Under the Rainbow,20000000 ,1981,98,4.9,0
Ladyhawke,20000000 ,1985,121,6.8,0
Simon Birch,20000000 ,1998,114,6.5,0
Reign Over Me,20000000 ,2007,124,7.1,1
Into the Wild,15000000 ,2007,148,7.8,1
School for Scoundrels,20000000 ,2006,100,5.6,0
Silent Hill: Revelation 3D,20000000 ,2012,94,5,0
From Dusk Till Dawn,19000000 ,1996,108,6.9,0
Kung Fu Hustle,20000000 ,2004,99,7.2,1
The Country Bears,35000000 ,2002,88,4.3,0
The Kite Runner,20000000 ,2007,128,7.3,1
21 Grams,20000000 ,2003,124,7.2,1
Paparazzi,20000000 ,2004,84,5.8,0
A Guy Thing,20000000 ,2003,101,5.3,0
Capitalism: A Love Story,20000000 ,2009,120,7,0
The Greatest Story Ever Told,20000000 ,1965,199,6.5,0
Secret in Their Eyes,19500000 ,2015,111,6.2,0
Disaster Movie,25000000 ,2008,87,3,0
Armored,20000000 ,2009,88,5.5,0
The Man Who Knew Too Little,20000000 ,1997,97,6.5,0
What's Your Number?,20000000 ,2011,106,6.2,0
Lockout,20000000 ,2012,95,5.8,0
Envy,40000000 ,2004,99,4.8,0
Crank: High Voltage,20000000 ,2009,96,5.9,0
One Night with the King,20000000 ,2006,123,6.1,0
The Quiet American,30000000 ,2002,101,6.4,0
The Weather Man,20000000 ,2005,101,6,0
Undisputed,20000000 ,2002,96,6.1,0
12 Rounds,20000000 ,2009,108,5.7,0
Let Me In,20000000 ,2010,116,6.7,0
Triple 9,20000000 ,2016,115,5.6,0
Deconstructing Harry,20000000 ,1997,96,7.3,1
Three to Tango,20000000 ,1999,98,5.4,0
Burnt,20000000 ,2015,100,6.3,0
We're No Angels,20000000 ,1989,106,5.6,0
Everyone Says I Love You,20000000 ,1996,101,6.5,0
Death Sentence,20000000 ,2007,105,6.5,0
Everybody's Fine,21000000 ,2009,99,6.5,0
Code Name: The Cleaner,20000000 ,2007,84,4.7,0
Connie and Carla,20000000 ,2004,98,6.4,0
Sweet Charity,8000000 ,1969,149,6.5,0
Inherent Vice,20000000 ,2014,148,6.5,0
Battle of the Year,20000000 ,2013,110,5.9,0
An American Carol,20000000 ,2008,83,4.1,0
Machete Kills,12000000 ,2013,107,5.3,0
Willard,22000000 ,2003,100,5.8,0
Little Boy,20000000 ,2015,106,7,0
A Dangerous Method,15000000 ,2011,99,6.2,0
A Scanner Darkly,8700000 ,2006,100,6.8,0
Alone in the Dark,20000000 ,2005,96,3.1,0
Bandslam,20000000 ,2009,111,5.4,0
Birth,20000000 ,2004,100,5.9,0
A Most Violent Year,20000000 ,2014,125,6.5,0
I'm Not There.,20000000 ,2007,135,6.6,0
The Cold Light of Day,20000000 ,2012,93,4.8,0
The Brothers Bloom,20000000 ,2008,114,6.8,0
"Synecdoche, New York",21000000 ,2008,124,7.4,1
The Proposition,2000000 ,2005,104,7.1,1
My All American,20000000 ,2015,118,6.8,0
Marci X,20000000 ,2003,84,3.3,0
Equilibrium,20000000 ,2002,107,6.9,0
By the Sea,10000000 ,2015,122,5.4,0
Steamboy,20000000 ,2004,126,6.4,0
Rapa Nui,20000000 ,1994,107,6.2,0
Dylan Dog: Dead of Night,20000000 ,2011,107,4.5,0
People I Know,20000000 ,2002,100,5.5,0
The Tempest,20000000 ,2010,110,6,0
Butterfly on a Wheel,20000000 ,2007,95,6.3,0
Zambezia,20000000 ,2012,83,5.3,0
Hands of Stone,20000000 ,2016,105,6.1,0
Survivor,20000000 ,2015,96,5.4,0
The Frozen Ground,27220000 ,2013,105,6.1,0
The Painted Veil,19400000 ,2006,125,7.1,1
The Baader Meinhof Complex,27000000 ,2008,150,7.1,1
Dances with Wolves,22000000 ,1990,181,7.6,1
Bad Teacher,20000000 ,2011,92,5.4,0
Sea of Love,19000000 ,1989,113,6.7,0
A Cinderella Story,19000000 ,2004,95,6.1,0
Scream,14000000 ,1996,111,7,0
The Shining,19000000 ,1980,144,8.1,1
Back to the Future,19000000 ,1985,116,8,1
House on Haunted Hill,19000000 ,1999,93,5.5,0
Fight Valley,27000000 ,2016,90,3.9,0
The Switch,19000000 ,2010,101,5.9,0
Just Married,18000000 ,2003,95,5.3,0
The Devil's Double,19100000 ,2011,109,6.5,0
The Crazies,20000000 ,2010,101,6.2,0
Spirited Away,15000000 ,2001,125,8.3,1
The Bounty,25000000 ,1984,132,6.5,0
Sex Drive,19000000 ,2008,109,6,0
Leap Year,19000000 ,2010,100,6.4,0
The Fall of the Roman Empire,19000000 ,1964,188,6,0
Take Me Home Tonight,19000000 ,2011,97,6.2,0
The Nutcracker,19000000 ,1993,93,5.6,0
Kansas City,18000000 ,1996,116,6.1,0
The Amityville Horror,19000000 ,2005,90,6,0
Adaptation.,19000000 ,2002,114,7.3,1
Land of the Dead,15000000 ,2005,93,6,0
Fear and Loathing in Las Vegas,18500000 ,1998,118,7.2,1
The Invention of Lying,18500000 ,2009,100,6,0
Neighbors,18000000 ,2014,96,6.2,0
The Mask,23000000 ,1994,101,6.6,0
Big,18000000 ,1988,104,6.9,0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000 ,2006,82,6.5,0
Legally Blonde,18000000 ,2001,96,6.1,0
Star Trek III: The Search for Spock,18000000 ,1984,105,6.4,0
The Exorcism of Emily Rose,19000000 ,2005,122,6.3,0
Deuce Bigalow: Male Gigolo,17000000 ,1999,88,5.5,0
Left Behind,16000000 ,2014,110,3.7,0
Barbershop 2:  Back in Business,18000000 ,2004,106,5.6,0
Bad Santa,23000000 ,2003,91,6.5,0
Austin Powers: International Man of Mystery,16500000 ,1997,94,6.5,0
My Big Fat Greek Wedding 2,18000000 ,2016,94,5.5,0
Diary of a Wimpy Kid: Rodrick Rules,21000000 ,2011,99,6.3,0
Predator,18000000 ,1987,107,7.3,1
Amadeus,18000000 ,1984,160,7.8,1
Mean Girls,17000000 ,2004,97,6.9,0
Gosford Park,19800000 ,2001,137,6.8,0
Peggy Sue Got Married,18000000 ,1986,103,5.9,0
Birdman,18000000 ,2014,119,7.4,1
Blue Jasmine,18000000 ,2013,98,7,0
United 93,15000000 ,2006,111,6.9,0
Honey,18000000 ,2003,94,6,0
Spy Hard,18000000 ,1996,81,4.9,0
The Fog,1000000 ,1980,89,6.4,0
Soul Surfer,18000000 ,2011,106,6.9,0
Catch-22,18000000 ,1970,121,6.7,0
Conan the Destroyer,18000000 ,1984,103,5.8,0
Raging Bull,18000000 ,1980,129,7.7,1
Love Happens,18000000 ,2009,109,5.6,0
Young Sherlock Holmes,18000000 ,1985,109,6.7,0
127 Hours,18000000 ,2010,94,7,0
Center Stage,18000000 ,2000,115,6.8,0
Love the Coopers,17000000 ,2015,107,5.4,0
Catch That Kid,18000000 ,2004,92,4.9,0
Life as a House,18000000 ,2001,125,7.2,1
Steve Jobs,30000000 ,2015,122,6.8,0
"I Love You, Beth Cooper",18000000 ,2009,102,5.1,0
Youth in Revolt,18000000 ,2009,87,5.9,0
The Legend of the Lone Ranger,18000000 ,1981,98,3.7,0
The Tailor of Panama,21000000 ,2001,109,6.2,0
Blow Out,18000000 ,1981,108,7.3,1
Getaway,18000000 ,2013,90,4.9,0
The Ice Storm,18000000 ,1997,112,6.9,0
And So It Goes,18000000 ,2014,94,5.7,0
Nine 1/2 Weeks,17000000 ,1986,117,5.8,0
Dragonslayer,18000000 ,1981,108,6.5,0
Ed Wood,18000000 ,1994,127,7.3,1
Labor Day,18000000 ,2013,111,6.7,0
Mongol: The Rise of Genghis Khan,18000000 ,2007,120,6.5,0
RockNRolla,18000000 ,2008,114,6.9,0
Midnight Special,18000000 ,2016,112,6.2,0
The Railway Man,18000000 ,2013,116,6.7,0
The White Ribbon,15238800 ,2009,144,7.2,1
The Wraith,2700000 ,1986,93,5.9,0
Salton Sea,18000000 ,2002,103,7,0
Metallica: Through the Never,18000000 ,2013,93,6.7,0
The Informers,18000000 ,2008,98,4.4,0
Carlos,18000000 ,2010,338,6.7,0
I Come with the Rain,18000000 ,2009,114,5.6,0
Day of the Dead,3500000 ,1985,96,6.9,0
I Am Wrath,18000000 ,2016,92,4.5,0
Renaissance,18000000 ,2006,105,6.7,0
Red Sonja,17900000 ,1985,89,5,0
Red Lights,14000000 ,2012,119,6,0
Superbad,20000000 ,2007,113,7,0
Wolves,18000000 ,2014,90,5.7,0
Step Up 2: The Streets,23000000 ,2008,98,6.5,0
Hoodwinked!,15000000 ,2005,80,5.9,0
Hotel Rwanda,17500000 ,2004,121,7.5,1
Hitman,24000000 ,2007,89,5.9,0
Black Nativity,17500000 ,2013,93,5.8,0
The Prince,18000000 ,2014,93,4.6,0
Aliens,18500000 ,1986,137,7.7,1
My Fair Lady,17000000 ,1964,170,7.4,1
I Know What You Did Last Summer,17000000 ,1997,100,5.6,0
Let's Be Cops,17000000 ,2014,104,6.4,0
Sideways,16000000 ,2004,126,6.9,0
Beerfest,17500000 ,2006,110,5.8,0
Halloween,300000 ,1978,91,7.4,1
Good Boy!,17000000 ,2003,87,4.7,0
The Best Man Holiday,17000000 ,2013,123,6.7,0
Smokin' Aces,17000000 ,2006,109,6.4,0
Saw: The Final Chapter,20000000 ,2010,90,5.8,0
40 Days and 40 Nights,17000000 ,2002,94,5.2,0
A Night at the Roxbury,17000000 ,1998,81,5.9,0
Beastly,17000000 ,2011,86,6,0
The Hills Have Eyes,15000000 ,2006,107,6.1,0
ATL,20000000 ,2006,105,6,0
Pitch Perfect,17000000 ,2012,112,7.3,1
